BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Prob,Score,CCCD,Tên,HDV
0,21900,147638.0,193065.0,DebtCon,ProfExe,13.0,,,100.77592598,1.0,23.0,29.531444395,0.0084656237049117,781,659596347879,Phạm Đức Hà,089977
0,19300,72752.0,106084.0,DebtCon,Office,11.0,0.0,0.0,193.7070998,1.0,13.0,30.686105632,0.0077093723184927,784,406778260411,Phan Xuân Dũng,689162
0,9600,56224.0,60260.0,DebtCon,Other,15.0,0.0,3.0,219.7420453,0.0,36.0,25.439463543,0.0131292677253967,765,680166653189,Vũ Xuân Cường,851344
1,14900,57557.0,80611.0,DebtCon,Other,12.0,0.0,0.0,103.10650454,0.0,7.0,39.840875348,0.6519893378502364,586,956859017582,Hoàng Xuân Cường,074377
0,10800,49254.0,80527.0,HomeImp,Other,2.0,0.0,2.0,202.53743039,0.0,13.0,29.551583139,0.0602775446308786,708,48392719648,Lê Thị Hà,772758
0,6800,178559.0,247611.0,DebtCon,Sales,,0.0,0.0,127.23414105,0.0,22.0,42.083901678,0.0286230923677785,736,565416616584,Bùi Xuân Dũng,012463
0,36300,35287.0,56532.0,DebtCon,Other,,0.0,0.0,,7.0,0.0,32.624531901,0.0202462557603686,749,642094115690,Hoàng Hồng Bình,630232
0,13100,50552.0,59889.0,DebtCon,Other,4.0,0.0,0.0,178.61236257,0.0,13.0,38.763313808,0.0193221938005246,751,365839400361,Phan Quốc Lan,345632
0,14000,59736.0,97411.0,DebtCon,ProfExe,7.0,0.0,0.0,200.15536564,1.0,19.0,20.116982025,0.0036886800814248,811,111351592585,Phan Thu Hà,405092
0,19900,128219.0,162012.0,DebtCon,Office,1.0,,0.0,374.02376692,,52.0,37.888166956,0.0072023240969908,787,284503677893,Trần Hồng Thảo,417588
0,23600,87875.0,139025.0,DebtCon,Other,10.0,0.0,0.0,112.91251455,2.0,15.0,38.505897277,0.0139344919054856,763,137623662654,Lê Đức Vân,892756
0,15700,,28198.0,DebtCon,Other,12.0,,,87.620526369,2.0,9.0,32.445475521,0.0021622996093742,830,517436284491,Đặng Văn Bình,347712
1,5500,21359.0,30000.0,DebtCon,Other,7.0,3.0,2.0,130.8,3.0,14.0,,0.704421768707483,578,235461894568,Phạm Đức Tú,131596
0,14300,94062.0,102052.0,DebtCon,Sales,14.0,,2.0,133.37810853,1.0,17.0,35.716612111,0.3539955596475618,631,70126486475,Nguyễn Xuân Thảo,866991
0,4900,,69706.0,,,,,,,,,33.705587738,0.0646860214309018,705,106535360997,Phan Đức Linh,580314
0,10500,12630.0,32220.0,,,,,,,,,34.345859886,0.0496546097161688,715,25921162240,Bùi Thu Dũng,998239
0,40600,362909.0,466731.0,HomeImp,ProfExe,4.0,0.0,0.0,305.81241924,4.0,14.0,42.930339471,0.014534593961282,761,730583222492,Trần Thùy Dũng,460092
1,13000,34000.0,65000.0,HomeImp,Other,4.5,0.0,1.0,148.5,2.0,24.0,,0.3095014911993868,638,863080040034,Phạm Thu Phương,639589
0,15500,25448.0,39188.0,,Office,3.0,0.0,0.0,215.59249909,0.0,16.0,38.975114989,0.0129216733531884,765,980545638501,Đặng Văn Thảo,556199
0,21900,66859.0,104878.0,DebtCon,Office,7.0,,1.0,116.5339256,1.0,18.0,38.884826945,0.0436610458689731,720,378529417621,Huỳnh Thị Mai,833546
0,8000,57361.0,71167.0,HomeImp,Mgr,2.0,0.0,1.0,130.76703495,0.0,22.0,29.381985445,0.023705429833949,743,350323367244,Phạm Quốc Hà,118826
0,31000,118000.0,167000.0,DebtCon,ProfExe,17.0,0.0,0.0,127.03333333,1.0,17.0,,0.0142660905782118,762,853738330445,Đặng Thị Cường,237685
0,13800,18714.0,47905.0,HomeImp,Office,25.0,0.0,0.0,259.10302278,0.0,19.0,29.479662342,0.0050670877963449,799,570668688486,Phan Thị Mai,928152
0,16900,102108.0,117650.0,DebtCon,Other,9.0,0.0,0.0,279.11258466,1.0,19.0,29.645177293,0.0049370182874199,800,703911058890,Lê Thu Tú,146603
1,20000,16000.0,87300.0,DebtCon,Other,28.0,1.0,6.0,232.33333333,1.0,21.0,,0.6690178571428571,584,428650380221,Nguyễn Quốc Cường,791108
1,21500,84048.0,115705.0,DebtCon,ProfExe,10.0,,1.0,122.28979153,1.0,30.0,49.379729141,0.8851981551708636,535,823991401030,Hoàng Minh Anh,572372
1,16200,23466.0,206368.0,DebtCon,Mgr,9.0,7.0,3.0,141.02742652,10.0,41.0,32.36849777,0.86,543,964377254249,Nguyễn Đức Hùng,940486
1,10000,65000.0,80000.0,DebtCon,Other,2.0,0.0,0.0,26.366666667,3.0,2.0,,0.6712207792207792,583,260712082897,Vũ Thị Linh,920553
0,21000,63405.0,86804.0,DebtCon,Office,5.0,,,156.87275074,,15.0,37.433784588,0.0057038455910331,795,609690254569,Hoàng Thị Linh,013809
0,26100,,35271.0,DebtCon,Other,9.0,0.0,,96.528316157,,14.0,23.318650008,0.0031056620700116,817,584624215929,Lê Hồng Vân,468629
0,8900,111493.0,133191.0,DebtCon,Self,6.0,0.0,0.0,159.43269808,0.0,19.0,34.3711489,0.039851669851083,724,714807372028,Huỳnh Hồng Anh,565005
0,25000,65700.0,93400.0,DebtCon,Office,10.0,0.0,0.0,149.16666667,0.0,21.0,,0.007473284131925,785,498001380972,Đặng Hồng Vân,018498
0,12300,68024.0,78800.0,DebtCon,Sales,7.0,0.0,0.0,125.50405141,0.0,35.0,29.293344354,0.0074512372183755,785,739278662243,Huỳnh Đức Quyên,248540
0,14600,59658.0,80384.0,DebtCon,,8.0,,,,,,25.192869401,0.0218498500665562,746,122016471241,Nguyễn Đức Tú,028108
0,27600,150120.0,191972.0,HomeImp,Self,3.0,0.0,0.0,178.03849109,1.0,16.0,41.807428045,0.0116701929346581,769,561151462042,Phan Hải Tú,081498
1,11000,60513.0,110485.0,DebtCon,Mgr,3.0,1.0,1.0,126.77192888,1.0,17.0,40.031393322,0.8193438305074543,554,490759148059,Nguyễn Quốc Hùng,676094
0,10400,78320.0,100017.0,DebtCon,Other,10.0,0.0,0.0,167.42253971,4.0,21.0,41.974878281,0.078588804869596,698,891556703536,Lê Thu Phương,608667
0,9900,47865.0,88105.0,HomeImp,Other,18.0,0.0,0.0,203.02399137,0.0,17.0,34.553305392,0.0185242126743812,752,373170782104,Phạm Văn Hùng,065602
0,12900,87270.0,97929.0,HomeImp,ProfExe,0.0,0.0,0.0,65.107496541,1.0,20.0,34.696365542,0.0228311456935974,744,784514878899,Lê Thu Sơn,149205
0,16900,67111.0,96985.0,HomeImp,ProfExe,21.0,0.0,0.0,233.78439855,1.0,23.0,37.324711324,0.0073499309410157,786,436355844793,Hoàng Thùy Bình,340359
0,26600,49610.0,78355.0,DebtCon,Other,23.0,,0.0,278.60356404,0.0,30.0,39.529903612,0.0028663161295985,820,914893080774,Hoàng Minh Sơn,152173
0,4000,67533.0,71865.0,HomeImp,Mgr,10.0,,2.0,227.79298841,0.0,25.0,39.166328703,0.0771937195931004,698,883374448302,Huỳnh Văn Vân,916080
1,2100,71000.0,83850.0,HomeImp,Other,8.0,0.0,1.0,123.0,0.0,16.0,,0.4512326792182926,616,5794710798,Trần Thị Thảo,471212
0,7800,64503.0,85608.0,HomeImp,Other,12.0,0.0,0.0,235.4853772,0.0,35.0,34.423248847,0.0093141855888865,777,587823868713,Đặng Minh Sơn,221792
0,21300,56729.0,114643.0,DebtCon,ProfExe,14.0,0.0,3.0,276.17016698,1.0,36.0,25.830883226,0.0030086245024325,818,275299491294,Vũ Thị Mai,982311
0,14500,70896.0,91652.0,HomeImp,Office,24.0,0.0,0.0,163.99161436,2.0,13.0,41.492816338,0.0099967770848729,775,500206274192,Phan Đức Cường,146184
0,22400,91402.0,100845.0,DebtCon,ProfExe,2.0,1.0,0.0,132.21662181,0.0,20.0,35.682471229,0.06067266632019,708,275349991079,Huỳnh Văn Phương,220054
0,23600,69846.0,189234.0,,Other,11.0,0.0,0.0,357.8050619,0.0,17.0,30.564280336,0.0069025312197411,788,853850039318,Lê Thùy Dũng,074684
0,51500,,90003.0,HomeImp,Other,,0.0,0.0,347.80251427,0.0,7.0,25.324001925,0.0047427269199876,802,667085356044,Đặng Văn Phương,665112
0,15900,65827.0,97935.0,DebtCon,Office,1.0,0.0,0.0,160.41695863,4.0,20.0,32.60020273,0.0063634003408826,791,864380563664,Nguyễn Thùy Phương,662113
0,17100,104652.0,169076.0,,Other,,1.0,,270.58121434,,23.0,38.465227693,0.0254547592084381,740,841291822660,Phạm Hải Thảo,592634
0,11200,29348.0,87351.0,HomeImp,ProfExe,20.0,0.0,0.0,224.39489458,0.0,11.0,26.129627304,0.0017631714884624,838,97309457236,Phan Minh Vân,024320
0,19000,107199.0,132723.0,DebtCon,ProfExe,7.0,0.0,0.0,91.371931685,0.0,13.0,31.442611616,0.0037949775276689,810,898416623706,Lê Đức Linh,178443
0,8700,52388.0,64332.0,HomeImp,Other,1.0,0.0,,91.112060841,,12.0,36.874927508,0.054618898690433,712,268383255860,Phạm Xuân Vân,125017
0,2500,7229.0,44516.0,HomeImp,Self,,0.0,0.0,208.0,0.0,12.0,,0.414025032484904,621,755020479859,Bùi Xuân Hà,356800
1,30000,,50000.0,HomeImp,Office,4.0,0.0,1.0,118.66666667,1.0,15.0,,0.2297733153017442,653,625022821828,Đặng Xuân Hà,796852
1,31500,22100.0,35000.0,DebtCon,Other,1.9,2.0,0.0,85.233333333,2.0,14.0,,0.3665646258503401,629,365265111322,Hoàng Hồng Mai,336498
0,12000,69796.0,93757.0,DebtCon,Office,16.0,0.0,1.0,91.432675908,0.0,8.0,24.459383678,0.01147018807523,770,370370173564,Đặng Thu Cường,341503
1,26000,43314.0,71303.0,DebtCon,Other,8.0,0.0,7.0,246.31867494,3.0,23.0,43.215233511,0.9242857142857144,519,254218014090,Bùi Thị Cường,267807
0,22600,31933.0,47669.0,HomeImp,Self,4.0,0.0,,133.44747901,,11.0,24.201086188,0.0076107183216311,785,675326631035,Phan Thùy Sơn,024663
0,22900,70497.0,103855.0,HomeImp,Mgr,13.0,0.0,0.0,149.98961042,0.0,27.0,33.76898573,0.0054111425615913,797,548656452656,Đặng Đức Linh,898521
0,20500,169689.0,198931.0,DebtCon,ProfExe,9.0,0.0,0.0,258.62004189,1.0,37.0,26.366126268,0.014516605678055,761,857058894991,Đặng Văn Hà,766241
0,20000,49034.0,98250.0,DebtCon,Office,2.0,0.0,4.0,167.36666667,0.0,47.0,,0.3428571428571428,632,87077302165,Nguyễn Quốc Bình,850004
0,23400,89427.0,106590.0,HomeImp,,6.0,,,,,,29.371651522,0.0108526485606044,772,92452746777,Trần Thùy Linh,161386
0,27100,24494.0,77479.0,DebtCon,Other,,1.0,1.0,101.3129167,1.0,26.0,31.124553856,0.0301296251652685,734,511065379603,Phạm Thùy Lan,835240
0,29700,46268.0,79463.0,DebtCon,Office,0.0,0.0,0.0,161.27602904,3.0,19.0,40.261962227,0.0069609108781007,788,928107758787,Đặng Thùy Vân,291436
1,7200,15637.0,39660.0,HomeImp,Self,6.0,0.0,1.0,354.23976343,3.0,42.0,33.624133446,0.751904761904762,569,859232593882,Nguyễn Quốc Hùng,718347
1,21400,104657.0,147364.0,DebtCon,Other,7.0,2.0,0.0,149.25448005,2.0,20.0,46.305072149,0.8661305891848267,542,425742907282,Vũ Thị Cường,443290
0,16800,39352.0,60943.0,HomeImp,Other,25.0,0.0,0.0,237.7636233,0.0,13.0,25.439888235,0.0003873045934849,850,74823285665,Phan Thùy Anh,061517
0,10600,56814.0,66692.0,DebtCon,Mgr,10.0,0.0,0.0,107.37405519,1.0,18.0,32.625687041,0.0201656343899522,749,47446757618,Nguyễn Văn Hà,482321
1,9300,24000.0,37125.0,DebtCon,Office,3.5,1.0,1.0,148.03333333,2.0,19.0,,0.4530990173847317,616,628518021930,Trần Văn Thảo,056148
0,16200,104896.0,137950.0,DebtCon,Office,2.0,,,112.28309435,2.0,15.0,32.761337964,0.0078357358364254,784,648598378133,Phạm Văn Cường,851852
0,20400,60393.0,98247.0,DebtCon,Office,3.0,0.0,0.0,149.57119967,0.0,22.0,34.342249385,0.0013272333285529,848,169920158066,Lê Hồng Bình,429623
0,24600,221331.0,289991.0,HomeImp,ProfExe,5.0,,4.0,474.0270741,,55.0,31.463384548,0.0117532467532467,769,171449827438,Trần Thị Cường,775553
0,18900,127559.0,154545.0,DebtCon,Mgr,,0.0,0.0,216.66951535,0.0,18.0,36.915878204,0.0056947750677485,795,15757719835,Phan Minh Anh,518734
0,25100,21490.0,71571.0,DebtCon,Other,,1.0,1.0,101.92513294,1.0,25.0,30.444119256,0.0247610389711009,741,874121235025,Bùi Hồng Tú,837353
1,25000,,72970.0,DebtCon,ProfExe,1.8,4.0,0.0,198.8,0.0,18.0,,0.4304477529960676,619,584348398754,Vũ Thị Lan,296354
0,15700,85384.0,101302.0,DebtCon,Other,1.0,0.0,0.0,128.28624705,0.0,22.0,41.569983536,0.0216333509194388,746,235245939364,Vũ Hải Sơn,737642
1,6000,42000.0,58305.0,DebtCon,Other,19.0,0.0,0.0,90.0,2.0,13.0,,0.2219222937473046,654,786185293061,Bùi Thu Lan,412242
1,15200,58000.0,77000.0,DebtCon,Other,0.9,1.0,0.0,127.86666667,3.0,26.0,,0.2803789900467867,643,539064085786,Lê Thu Bình,926899
0,19400,39928.0,106271.0,HomeImp,Other,6.0,0.0,0.0,129.17827724,0.0,14.0,31.922154922,0.0040988255737977,807,970145145988,Đặng Văn Vân,461969
0,14100,86996.0,108452.0,HomeImp,Other,19.0,0.0,0.0,134.99325176,4.0,24.0,29.778946076,0.0078496114882363,783,861193523340,Vũ Thị Hùng,609434
0,13400,66737.0,71117.0,DebtCon,ProfExe,0.0,0.0,0.0,163.13185891,2.0,34.0,40.943866269,0.0314672716004978,733,996170054745,Huỳnh Thị Linh,251055
0,13400,78465.0,97506.0,DebtCon,Other,5.0,3.0,0.0,71.44366499,1.0,21.0,24.470299986,0.0149383979944746,760,914476513078,Trần Hải Linh,515770
0,12500,66163.0,83727.0,DebtCon,Office,4.0,1.0,2.0,176.93524748,3.0,30.0,36.774639954,0.0381532478976653,725,83927201056,Trần Thu Dũng,909861
0,12300,33061.0,46277.0,DebtCon,Other,8.0,,1.0,154.8992783,7.0,28.0,39.701782857,0.0387402286656327,725,460099097861,Đặng Thùy Sơn,971758
0,13200,71775.0,80480.0,DebtCon,Other,0.0,0.0,0.0,240.64357656,3.0,25.0,29.267992416,0.0040896825534894,807,66120707573,Vũ Hải Anh,425885
0,4900,57461.0,68494.0,DebtCon,ProfExe,8.0,0.0,4.0,183.63561323,0.0,30.0,22.795423552,0.0936947547897877,691,99796164284,Hoàng Hải Cường,302976
0,15200,87116.0,105971.0,HomeImp,Other,21.0,0.0,0.0,147.94667979,4.0,24.0,27.961550213,0.0012325182209758,850,886611151539,Hoàng Thị Lan,850554
0,25900,59575.0,85837.0,DebtCon,Other,22.0,0.0,1.0,189.75535052,0.0,19.0,24.874615108,0.0168539901589818,756,297812822191,Nguyễn Hải Linh,931206
1,13900,77699.0,92587.0,DebtCon,Other,13.0,0.0,2.0,134.63357916,0.0,36.0,39.196149463,0.8144617737832708,556,175174068787,Trần Văn Tú,549674
0,48800,47476.0,105332.0,HomeImp,Self,9.0,0.0,0.0,194.13891853,3.0,36.0,40.653434674,0.009209503210978,778,810052458188,Trần Văn Quyên,529455
0,14400,45138.0,52029.0,DebtCon,Other,,0.0,0.0,94.38539454,0.0,15.0,40.136054213,0.0515567192369963,714,43348110663,Trần Thu Dũng,607999
0,6400,70035.0,78635.0,DebtCon,Sales,3.0,0.0,0.0,147.07716353,0.0,31.0,31.206129763,0.0110712628479799,771,264555110254,Phan Văn Bình,715134
0,12600,125688.0,198602.0,HomeImp,Office,0.0,0.0,1.0,344.7479335,0.0,16.0,39.483820073,7.82235192274868e-05,850,749075048105,Huỳnh Thị Bình,499696
1,7500,,51610.0,HomeImp,ProfExe,4.0,0.0,3.0,158.26666667,2.0,18.0,,0.529478021978022,605,582928195375,Hoàng Hồng Tú,643495
0,70800,192044.0,292380.0,DebtCon,Self,10.0,0.0,0.0,221.60848575,2.0,25.0,30.37854757,0.0073021552278611,786,313915198255,Vũ Hồng Tú,299654
0,18200,61690.0,89963.0,HomeImp,ProfExe,15.0,0.0,2.0,157.40967898,0.0,14.0,27.946675965,0.0331773581706826,731,360551804811,Lê Hồng Hà,211665
0,7000,,47462.0,HomeImp,Other,,,,102.6573271,,9.0,36.094071425,0.1404776777099985,674,11478217560,Trần Đức Bình,605537
0,17100,,60781.0,,,8.0,0.0,0.0,101.01406133,0.0,14.0,27.719938143,0.0296721459905883,735,10038211183,Phan Minh Bình,937828
0,23300,89847.0,136259.0,DebtCon,ProfExe,,0.0,0.0,210.01611964,0.0,21.0,29.779942256,0.0016503983886214,840,375154936674,Phan Thùy Hùng,226622
0,15700,64185.0,84000.0,DebtCon,Other,0.2,2.0,2.0,112.03333333,2.0,26.0,,0.2528571428571428,648,634813265520,Phan Hồng Vân,307307
0,20000,,130063.0,HomeImp,Other,2.0,0.0,0.0,323.90195474,2.0,21.0,32.314419378,0.0142318975226873,762,513340977378,Trần Thùy Sơn,179808
0,18000,105000.0,172500.0,DebtCon,Office,6.0,0.0,0.0,219.16666667,4.0,24.0,,0.0577021565750499,710,845683092466,Phan Hồng Hà,855395
1,3000,119826.0,193500.0,HomeImp,Other,8.0,0.0,0.0,130.03335846,0.0,27.0,,0.5248682745294245,605,796257882211,Lê Hải Quyên,907166
0,11100,48031.0,107561.0,DebtCon,ProfExe,5.0,0.0,1.0,226.78110513,0.0,9.0,24.190326625,0.0345035031802906,729,184656928158,Vũ Thị Cường,301213
0,16700,105556.0,136568.0,DebtCon,Other,0.0,0.0,0.0,273.72507278,0.0,47.0,40.041684652,0.018255677781723,753,817694821584,Lê Quốc Anh,133161
0,24800,109084.0,140355.0,DebtCon,Mgr,11.0,2.0,0.0,183.79525849,5.0,18.0,40.604795833,0.0843996974853469,695,126856240484,Lê Xuân Tú,252498
0,11000,48538.0,63805.0,DebtCon,Other,9.0,0.0,0.0,88.606023456,0.0,22.0,38.026151095,0.0339159917148796,730,43541818901,Phan Thu Linh,021792
0,12100,13218.0,82386.0,DebtCon,Other,7.0,0.0,0.0,262.39425427,0.0,14.0,18.430472375,0.0040563328468486,807,797653582018,Phan Hải Sơn,651324
0,7800,53243.0,95065.0,HomeImp,ProfExe,7.0,0.0,0.0,220.80244426,2.0,24.0,31.827626823,0.0040050587390681,808,383440078249,Đặng Quốc Bình,901976
0,5300,73698.0,84427.0,DebtCon,,4.0,,,,,,19.131201179,0.0475305435347443,717,596119831495,Lê Văn Linh,208739
1,21200,70000.0,101250.0,DebtCon,Other,1.0,1.0,0.0,43.6,7.0,49.0,,0.5614285714285714,600,927545895530,Huỳnh Văn Phương,056329
0,17700,60260.0,90196.0,HomeImp,ProfExe,11.0,0.0,1.0,177.85484553,0.0,14.0,29.60717111,0.004960464847183,800,354831134472,Bùi Thu Thảo,266884
0,23300,82472.0,110321.0,DebtCon,Other,,0.0,0.0,174.23998064,2.0,25.0,37.912872473,0.0225205076693487,745,225305586200,Hoàng Thùy Lan,940817
1,25000,59841.0,108620.0,,Self,20.0,0.0,0.0,101.46666667,0.0,4.0,,0.4038394416829901,623,339458954995,Lê Thu Dũng,066276
0,8700,54768.0,87268.0,HomeImp,Other,18.0,0.0,0.0,187.58057031,0.0,28.0,26.367134137,0.006238439845028,792,227517402764,Phan Thị Hà,288074
1,27700,61396.0,111627.0,,Self,20.0,0.0,0.0,87.002500108,0.0,4.0,84.61388869,0.91,525,556409713886,Huỳnh Hải Tú,806537
0,15300,33113.0,57991.0,DebtCon,Other,4.0,0.0,0.0,122.5788363,1.0,16.0,40.569888421,0.1065791915617603,686,572648158645,Huỳnh Thùy Thảo,034214
0,19500,10506.0,70945.0,DebtCon,Office,,0.0,0.0,247.79199149,0.0,22.0,39.755605133,0.0072524308120221,786,125672129401,Phạm Quốc Dũng,223174
0,18600,132785.0,155644.0,DebtCon,Mgr,,0.0,0.0,225.72750616,0.0,20.0,37.32857399,0.0129933646865945,765,810942629625,Huỳnh Thùy Hà,325600
0,22800,74979.0,109716.0,DebtCon,Mgr,9.0,0.0,1.0,289.82236965,1.0,28.0,31.479906883,0.0236269694895574,743,179032318646,Vũ Hải Anh,252551
0,22900,50876.0,74270.0,DebtCon,Other,5.0,0.0,0.0,72.004509982,1.0,19.0,34.957029896,0.0584008924093318,709,380619681825,Huỳnh Thị Hùng,191304
0,9300,30204.0,57036.0,,Other,30.0,0.0,0.0,235.49281298,0.0,19.0,23.137840556,0.0131892714794566,765,84078910612,Phan Thu Dũng,252261
1,21000,52411.0,90031.0,,ProfExe,5.0,2.0,1.0,90.425474601,3.0,24.0,41.966249467,0.8771535181236673,538,99893706218,Vũ Hải Sơn,500899
0,12400,137927.0,160566.0,HomeImp,ProfExe,6.0,0.0,1.0,436.75177987,0.0,42.0,29.272556814,0.0107535288836227,772,235828001106,Hoàng Thùy Dũng,842693
0,8700,87415.0,201689.0,HomeImp,Self,13.0,0.0,0.0,13.924759121,,7.0,20.253863892,0.0242196669291716,742,842384543107,Hoàng Quốc Quyên,240240
0,22600,59050.0,99152.0,DebtCon,ProfExe,0.0,0.0,0.0,195.08386181,0.0,26.0,33.404212205,0.0092865352461433,777,243040537095,Trần Thùy Lan,564211
0,20000,30000.0,46500.0,HomeImp,Self,5.0,1.0,,127.6,,11.0,,0.0740937372507218,700,908772084126,Đặng Xuân Phương,135141
0,30100,228006.0,285921.0,DebtCon,ProfExe,15.0,0.0,0.0,250.53988412,2.0,25.0,27.813291406,0.0251745926762486,741,320998506269,Trần Thùy Tú,580859
0,18300,109437.0,114900.0,DebtCon,Other,1.0,0.0,0.0,138.17185084,1.0,20.0,38.332316894,0.0394556045329994,724,146936149033,Trần Thu Mai,095519
0,15700,99618.0,131710.0,DebtCon,Mgr,5.0,,,236.68094677,2.0,41.0,37.86554654,0.0118374659696198,768,855143206931,Nguyễn Thùy Hà,217048
0,13200,70069.0,88303.0,DebtCon,Other,3.0,0.0,0.0,240.8560165,2.0,25.0,29.06412827,0.0045279555138148,803,706055173428,Đặng Đức Hà,283434
0,24200,63229.0,89394.0,DebtCon,Other,15.0,0.0,0.0,84.668791549,0.0,16.0,35.604886706,0.0550839420986092,711,180425737838,Phan Quốc Tú,438463
0,17500,102858.0,138977.0,DebtCon,Office,2.0,,,100.28121919,2.0,15.0,31.669319454,0.0142050093706034,762,298305258525,Phan Hải Tú,526379
0,17700,64964.0,88856.0,DebtCon,Office,5.0,0.0,0.0,114.66761831,0.0,19.0,21.933006318,0.0039180664505261,809,658523830506,Phan Thị Anh,536175
0,7300,60973.0,79443.0,HomeImp,Other,14.0,0.0,0.0,239.62029765,1.0,36.0,36.727136357,0.0019623469521773,834,297414941571,Vũ Hải Phương,196475
0,16900,30856.0,56961.0,HomeImp,Other,11.0,0.0,0.0,116.81770737,1.0,10.0,20.344582168,0.0018501254597807,836,827117516211,Bùi Hồng Linh,195015
0,16900,131002.0,166859.0,DebtCon,Office,4.0,0.0,0.0,135.85642316,0.0,20.0,28.151885281,0.0040704364056615,807,959135056122,Đặng Minh Anh,436074
0,18600,43438.0,69441.0,DebtCon,Office,1.0,0.0,0.0,229.2744494,0.0,11.0,35.800071424,0.0557203419161371,711,789481294890,Vũ Thùy Sơn,217916
1,10200,52310.0,74117.0,DebtCon,Other,13.0,0.0,3.0,118.69578554,2.0,23.0,,0.4666206406284863,614,976544855453,Phạm Minh Bình,326143
0,50800,,91305.0,HomeImp,Other,,0.0,0.0,344.95417824,0.0,7.0,23.519128515,0.00472367930094,802,616494651473,Vũ Thùy Phương,807708
0,22600,72522.0,91587.0,DebtCon,Other,2.0,0.0,0.0,99.000467962,2.0,30.0,35.262113587,0.024092123226533,742,191569076489,Phan Quốc Quyên,102535
0,21400,128095.0,167824.0,DebtCon,ProfExe,6.0,0.0,0.0,180.41735424,0.0,38.0,17.495700487,0.0066390991040494,790,547629536016,Hoàng Thùy Bình,542056
1,15000,82000.0,130000.0,DebtCon,Mgr,18.0,0.0,5.0,122.73333333,10.0,19.0,,0.7357142857142858,572,426888334658,Vũ Đức Vân,534544
0,5800,,36385.0,HomeImp,Other,2.0,0.0,0.0,266.55339438,1.0,25.0,43.309764541,0.0645401482327908,705,553359561337,Nguyễn Thu Vân,455284
1,36100,233417.0,324987.0,HomeImp,ProfExe,4.0,0.0,0.0,152.24542792,0.0,25.0,21.862938911,0.7489604341736695,569,539277670009,Huỳnh Thị Dũng,809745
0,17800,58942.0,91483.0,HomeImp,ProfExe,5.0,0.0,0.0,123.73667435,0.0,13.0,28.155959991,0.0027926864429616,821,710493419692,Vũ Hồng Quyên,386894
0,15900,94078.0,118359.0,DebtCon,Other,13.0,0.0,0.0,125.55199939,1.0,8.0,37.78182264,0.0803183106410401,697,449343466415,Phạm Văn Hùng,361772
0,6000,,69492.0,,,,,,,,,32.977197226,0.0572817206931924,710,296762340382,Trần Thị Dũng,848204
0,11400,112930.0,144830.0,DebtCon,ProfExe,2.0,0.0,0.0,271.23803732,1.0,46.0,33.251079314,0.0102994957049999,774,671103755607,Vũ Hồng Cường,970457
0,63900,62200.0,140030.0,HomeImp,Office,10.0,0.0,1.0,126.8,0.0,12.0,,0.103657328592572,687,911265968597,Bùi Thu Hà,184056
0,26400,43781.0,66030.0,DebtCon,Office,17.0,0.0,0.0,184.3849541,2.0,21.0,31.489905776,0.0037481244775607,810,140544983171,Nguyễn Thùy Mai,995108
0,11500,59781.0,69864.0,DebtCon,Other,4.0,0.0,1.0,312.54739604,0.0,9.0,31.181801354,0.0372853206154056,726,822595049400,Phạm Văn Linh,095057
0,10800,56477.0,94980.0,HomeImp,Other,17.0,0.0,0.0,179.91736263,0.0,28.0,25.210739655,0.0035358761014509,812,375853880712,Nguyễn Hồng Anh,643985
0,25600,139746.0,210298.0,HomeImp,ProfExe,6.0,0.0,0.0,185.11257638,1.0,28.0,38.368890383,0.0038361518477756,809,198366239665,Huỳnh Thu Thảo,344563
0,13900,95351.0,117381.0,DebtCon,Office,12.0,0.0,0.0,210.20212954,0.0,11.0,41.011001372,0.0082941490245851,781,697147622850,Phan Xuân Linh,646262
1,15000,166000.0,182175.0,DebtCon,,3.5,4.0,0.0,74.066666667,2.0,14.0,,0.5388949938949938,603,418656006297,Phạm Hồng Lan,383587
1,11900,63833.0,,DebtCon,Other,3.0,,,,,,40.932766781,0.3659585763469509,629,34110936702,Phạm Văn Anh,118847
0,30600,78355.0,124426.0,DebtCon,Mgr,11.0,0.0,0.0,81.223397569,1.0,34.0,25.942577765,0.0049247635567702,800,379616122681,Đặng Văn Linh,794639
0,22400,37726.0,59799.0,DebtCon,Other,,0.0,0.0,219.48929847,0.0,12.0,41.149041231,0.0161202209904401,757,556915855187,Huỳnh Văn Cường,017479
0,14800,,43475.0,DebtCon,Other,,,,339.7,,17.0,,0.0212622883221999,747,115491515866,Hoàng Đức Anh,803203
0,15600,,66837.0,,,9.0,0.0,0.0,94.69068521,0.0,15.0,26.322569547,0.0488497945539199,716,766296386160,Hoàng Hải Bình,035403
0,40700,371003.0,467818.0,HomeImp,ProfExe,1.0,0.0,0.0,316.60444181,3.0,14.0,41.723899221,0.0337592565535917,730,497640408882,Phạm Đức Dũng,704143
0,16000,65000.0,91000.0,DebtCon,Mgr,0.2,0.0,0.0,85.233333333,0.0,17.0,,0.0322680879347417,732,292847082299,Phan Đức Vân,865926
0,22800,62754.0,101781.0,HomeImp,ProfExe,19.0,0.0,0.0,628.98194793,0.0,24.0,20.200302232,0.0021273263761495,831,298954213317,Đặng Minh Cường,704573
